Confined decaying MHD in a SPHERE, volume-penalised   CUDA twin
precision FP32   D3Q27 fluid + D3Q7 magnetic   operator CM
  N 128   R 51.20 (rfac 0.40)   Re 500   Pm 1.00   u0 0.0500
  nu 1.024000e-02   eta 1.024000e-02   magnetic wall: perfectly conducting (B.n = 0)
  eps 2.00 / 2.00   smooth 2.00   IC kmax 6  k0 4.0  seed 99
  one turnover 2R/u0 = 2048 steps; running 4096 (2.0 turnovers)

   step   t/Te      E_u        E_b      E_u/E_b   H_c    enstr     <j^2>    cos(J,B)  |<b>|    max|b|   dv/cl    Bn/B   B_sh   dmass
    2416  1.180  1.645e-05  6.339e-05    0.260 -0.0291 1.685e-06 4.905e-06  -0.0833 6.18e-04 6.72e-02 3.82e-01  0.0001  1.130 -2.55e-09
    2432  1.188  1.622e-05  6.267e-05    0.259 -0.0294 1.652e-06 4.816e-06  -0.0837 6.21e-04 6.67e-02 3.83e-01  0.0001  1.131 -2.17e-09
    2448  1.195  1.599e-05  6.197e-05    0.258 -0.0298 1.620e-06 4.729e-06  -0.0841 6.23e-04 6.61e-02 3.85e-01  0.0001  1.132 -1.91e-09
    2464  1.203  1.576e-05  6.127e-05    0.257 -0.0301 1.589e-06 4.643e-06  -0.0845 6.26e-04 6.55e-02 3.86e-01  0.0001  1.133 -1.72e-09
    2480  1.211  1.554e-05  6.059e-05    0.256 -0.0304 1.558e-06 4.560e-06  -0.0849 6.29e-04 6.49e-02 3.87e-01  0.0001  1.134 -1.93e-09
    2496  1.219  1.532e-05  5.992e-05    0.256 -0.0307 1.529e-06 4.478e-06  -0.0852 6.31e-04 6.43e-02 3.88e-01  0.0001  1.135 -1.55e-09
    2512  1.227  1.511e-05  5.926e-05    0.255 -0.0310 1.499e-06 4.399e-06  -0.0856 6.34e-04 6.36e-02 3.89e-01  0.0001  1.136 -1.38e-09
    2528  1.234  1.490e-05  5.861e-05    0.254 -0.0313 1.471e-06 4.321e-06  -0.0860 6.36e-04 6.30e-02 3.90e-01  0.0001  1.137 -8.36e-10
    2544  1.242  1.469e-05  5.797e-05    0.253 -0.0315 1.443e-06 4.244e-06  -0.0864 6.39e-04 6.24e-02 3.91e-01  0.0001  1.138 -8.96e-10
    2560  1.250  1.449e-05  5.734e-05    0.253 -0.0318 1.416e-06 4.170e-06  -0.0867 6.42e-04 6.17e-02 3.93e-01  0.0001  1.139 -6.43e-10
    2576  1.258  1.429e-05  5.672e-05    0.252 -0.0320 1.389e-06 4.097e-06  -0.0871 6.44e-04 6.10e-02 3.94e-01  0.0001  1.140 -7.61e-10
    2592  1.266  1.409e-05  5.611e-05    0.251 -0.0323 1.363e-06 4.026e-06  -0.0875 6.47e-04 6.04e-02 3.95e-01  0.0001  1.141 -5.04e-10
    2608  1.273  1.390e-05  5.551e-05    0.250 -0.0325 1.338e-06 3.956e-06  -0.0879 6.49e-04 5.97e-02 3.96e-01  0.0001  1.142 -1.27e-10
    2624  1.281  1.371e-05  5.492e-05    0.250 -0.0327 1.313e-06 3.888e-06  -0.0882 6.52e-04 5.90e-02 3.97e-01  0.0001  1.143 -9.29e-11
    2640  1.289  1.353e-05  5.434e-05    0.249 -0.0330 1.288e-06 3.821e-06  -0.0886 6.54e-04 5.83e-02 3.98e-01  0.0001  1.144 -8.38e-11
    2656  1.297  1.335e-05  5.377e-05    0.248 -0.0332 1.265e-06 3.756e-06  -0.0890 6.56e-04 5.76e-02 3.99e-01  0.0001  1.145  2.16e-10
    2672  1.305  1.317e-05  5.321e-05    0.248 -0.0334 1.241e-06 3.692e-06  -0.0894 6.59e-04 5.69e-02 4.00e-01  0.0001  1.146  5.27e-10
    2688  1.312  1.300e-05  5.265e-05    0.247 -0.0336 1.219e-06 3.630e-06  -0.0898 6.61e-04 5.63e-02 4.01e-01  0.0001  1.147  6.81e-10
    2704  1.320  1.282e-05  5.211e-05    0.246 -0.0338 1.196e-06 3.569e-06  -0.0902 6.64e-04 5.56e-02 4.02e-01  0.0001  1.148  8.23e-10
    2720  1.328  1.265e-05  5.158e-05    0.245 -0.0340 1.174e-06 3.509e-06  -0.0906 6.66e-04 5.49e-02 4.04e-01  0.0001  1.148  1.31e-09
    2736  1.336  1.249e-05  5.105e-05    0.245 -0.0342 1.153e-06 3.450e-06  -0.0909 6.68e-04 5.43e-02 4.05e-01  0.0001  1.149  1.25e-09
    2752  1.344  1.232e-05  5.053e-05    0.244 -0.0344 1.132e-06 3.393e-06  -0.0914 6.71e-04 5.37e-02 4.06e-01  0.0001  1.150  1.55e-09
    2768  1.352  1.216e-05  5.002e-05    0.243 -0.0346 1.112e-06 3.337e-06  -0.0918 6.73e-04 5.30e-02 4.07e-01  0.0001  1.151  1.75e-09
    2784  1.359  1.200e-05  4.952e-05    0.242 -0.0348 1.092e-06 3.283e-06  -0.0922 6.76e-04 5.24e-02 4.08e-01  0.0001  1.152  1.87e-09
    2800  1.367  1.185e-05  4.902e-05    0.242 -0.0350 1.072e-06 3.229e-06  -0.0926 6.78e-04 5.18e-02 4.09e-01  0.0001  1.153  2.05e-09
    2816  1.375  1.170e-05  4.854e-05    0.241 -0.0352 1.053e-06 3.177e-06  -0.0930 6.80e-04 5.12e-02 4.10e-01  0.0001  1.153  2.09e-09
    2832  1.383  1.155e-05  4.806e-05    0.240 -0.0354 1.034e-06 3.125e-06  -0.0934 6.82e-04 5.06e-02 4.11e-01  0.0001  1.154  2.18e-09
    2848  1.391  1.140e-05  4.758e-05    0.240 -0.0356 1.016e-06 3.075e-06  -0.0939 6.85e-04 5.00e-02 4.12e-01  0.0001  1.155  2.31e-09
    2864  1.398  1.125e-05  4.712e-05    0.239 -0.0358 9.975e-07 3.026e-06  -0.0943 6.87e-04 4.95e-02 4.13e-01  0.0001  1.156  2.44e-09
    2880  1.406  1.111e-05  4.666e-05    0.238 -0.0360 9.798e-07 2.978e-06  -0.0947 6.89e-04 4.91e-02 4.14e-01  0.0001  1.157  2.51e-09
    2896  1.414  1.097e-05  4.621e-05    0.237 -0.0362 9.625e-07 2.931e-06  -0.0952 6.92e-04 4.87e-02 4.15e-01  0.0001  1.157  2.96e-09
    2912  1.422  1.083e-05  4.577e-05    0.237 -0.0364 9.456e-07 2.885e-06  -0.0956 6.94e-04 4.83e-02 4.16e-01  0.0001  1.158  3.11e-09
    2928  1.430  1.069e-05  4.533e-05    0.236 -0.0366 9.290e-07 2.840e-06  -0.0961 6.96e-04 4.79e-02 4.17e-01  0.0001  1.159  3.34e-09
    2944  1.438  1.056e-05  4.490e-05    0.235 -0.0367 9.127e-07 2.796e-06  -0.0966 6.98e-04 4.75e-02 4.18e-01  0.0001  1.160  3.73e-09
    2960  1.445  1.042e-05  4.447e-05    0.234 -0.0369 8.967e-07 2.752e-06  -0.0970 7.00e-04 4.71e-02 4.18e-01  0.0001  1.160  4.15e-09
    2976  1.453  1.029e-05  4.406e-05    0.234 -0.0371 8.811e-07 2.710e-06  -0.0975 7.03e-04 4.67e-02 4.19e-01  0.0001  1.161  3.98e-09
    2992  1.461  1.017e-05  4.364e-05    0.233 -0.0373 8.658e-07 2.669e-06  -0.0980 7.05e-04 4.63e-02 4.20e-01  0.0001  1.162  4.47e-09
    3008  1.469  1.004e-05  4.324e-05    0.232 -0.0375 8.508e-07 2.628e-06  -0.0984 7.07e-04 4.58e-02 4.21e-01  0.0001  1.162  4.44e-09
    3024  1.477  9.916e-06  4.284e-05    0.231 -0.0377 8.361e-07 2.588e-06  -0.0989 7.09e-04 4.54e-02 4.22e-01  0.0001  1.163  4.67e-09
    3040  1.484  9.794e-06  4.244e-05    0.231 -0.0379 8.217e-07 2.549e-06  -0.0994 7.11e-04 4.50e-02 4.23e-01  0.0001  1.164  5.23e-09
    3056  1.492  9.674e-06  4.206e-05    0.230 -0.0381 8.076e-07 2.511e-06  -0.0999 7.13e-04 4.46e-02 4.24e-01  0.0001  1.164  5.75e-09
    3072  1.500  9.555e-06  4.167e-05    0.229 -0.0383 7.938e-07 2.474e-06  -0.1004 7.15e-04 4.42e-02 4.25e-01  0.0001  1.165  5.87e-09
    3088  1.508  9.439e-06  4.130e-05    0.229 -0.0386 7.803e-07 2.437e-06  -0.1009 7.18e-04 4.38e-02 4.26e-01  0.0001  1.166  6.10e-09
    3104  1.516  9.324e-06  4.092e-05    0.228 -0.0388 7.670e-07 2.401e-06  -0.1014 7.20e-04 4.34e-02 4.26e-01  0.0001  1.166  6.42e-09
    3120  1.523  9.211e-06  4.056e-05    0.227 -0.0390 7.540e-07 2.366e-06  -0.1019 7.22e-04 4.30e-02 4.27e-01  0.0001  1.167  6.62e-09
    3136  1.531  9.099e-06  4.020e-05    0.226 -0.0392 7.412e-07 2.332e-06  -0.1024 7.24e-04 4.26e-02 4.28e-01  0.0001  1.168  7.04e-09
    3152  1.539  8.990e-06  3.984e-05    0.226 -0.0394 7.287e-07 2.298e-06  -0.1030 7.26e-04 4.22e-02 4.29e-01  0.0001  1.168  7.37e-09
    3168  1.547  8.882e-06  3.949e-05    0.225 -0.0396 7.165e-07 2.265e-06  -0.1035 7.28e-04 4.18e-02 4.30e-01  0.0001  1.169  7.89e-09
    3184  1.555  8.776e-06  3.914e-05    0.224 -0.0398 7.045e-07 2.233e-06  -0.1040 7.30e-04 4.14e-02 4.31e-01  0.0001  1.170  8.27e-09
    3200  1.562  8.671e-06  3.880e-05    0.223 -0.0401 6.927e-07 2.201e-06  -0.1045 7.32e-04 4.10e-02 4.31e-01  0.0001  1.170  8.69e-09
    3216  1.570  8.568e-06  3.847e-05    0.223 -0.0403 6.812e-07 2.170e-06  -0.1051 7.34e-04 4.06e-02 4.32e-01  0.0001  1.171  9.26e-09
    3232  1.578  8.467e-06  3.813e-05    0.222 -0.0405 6.699e-07 2.139e-06  -0.1056 7.36e-04 4.02e-02 4.33e-01  0.0001  1.171  9.83e-09
    3248  1.586  8.367e-06  3.781e-05    0.221 -0.0407 6.588e-07 2.109e-06  -0.1061 7.38e-04 3.98e-02 4.34e-01  0.0001  1.172  1.02e-08
    3264  1.594  8.268e-06  3.748e-05    0.221 -0.0410 6.479e-07 2.080e-06  -0.1067 7.40e-04 3.94e-02 4.34e-01  0.0001  1.172  1.05e-08
    3280  1.602  8.171e-06  3.717e-05    0.220 -0.0412 6.373e-07 2.051e-06  -0.1072 7.42e-04 3.91e-02 4.35e-01  0.0001  1.173  1.11e-08
    3296  1.609  8.076e-06  3.685e-05    0.219 -0.0414 6.269e-07 2.023e-06  -0.1078 7.44e-04 3.87e-02 4.36e-01  0.0001  1.174  1.14e-08
    3312  1.617  7.982e-06  3.654e-05    0.218 -0.0416 6.166e-07 1.995e-06  -0.1083 7.46e-04 3.83e-02 4.37e-01  0.0001  1.174  1.24e-08
    3328  1.625  7.889e-06  3.624e-05    0.218 -0.0419 6.066e-07 1.968e-06  -0.1088 7.48e-04 3.80e-02 4.37e-01  0.0001  1.175  1.29e-08
    3344  1.633  7.798e-06  3.594e-05    0.217 -0.0421 5.968e-07 1.942e-06  -0.1094 7.50e-04 3.76e-02 4.38e-01  0.0001  1.175  1.34e-08
    3360  1.641  7.709e-06  3.564e-05    0.216 -0.0424 5.871e-07 1.915e-06  -0.1099 7.52e-04 3.72e-02 4.39e-01  0.0001  1.176  1.43e-08
    3376  1.648  7.620e-06  3.534e-05    0.216 -0.0426 5.777e-07 1.890e-06  -0.1105 7.54e-04 3.69e-02 4.39e-01  0.0001  1.176  1.50e-08
    3392  1.656  7.533e-06  3.505e-05    0.215 -0.0428 5.684e-07 1.865e-06  -0.1110 7.56e-04 3.65e-02 4.40e-01  0.0001  1.177  1.57e-08
    3408  1.664  7.447e-06  3.477e-05    0.214 -0.0431 5.593e-07 1.840e-06  -0.1116 7.57e-04 3.62e-02 4.41e-01  0.0001  1.177  1.66e-08
    3424  1.672  7.363e-06  3.449e-05    0.213 -0.0433 5.504e-07 1.816e-06  -0.1121 7.59e-04 3.58e-02 4.41e-01  0.0001  1.178  1.74e-08
    3440  1.680  7.279e-06  3.421e-05    0.213 -0.0436 5.417e-07 1.792e-06  -0.1127 7.61e-04 3.55e-02 4.42e-01  0.0001  1.178  1.80e-08
    3456  1.688  7.197e-06  3.393e-05    0.212 -0.0438 5.331e-07 1.769e-06  -0.1132 7.63e-04 3.51e-02 4.43e-01  0.0001  1.179  1.90e-08
    3472  1.695  7.117e-06  3.366e-05    0.211 -0.0441 5.247e-07 1.746e-06  -0.1138 7.65e-04 3.48e-02 4.43e-01  0.0001  1.179  1.97e-08
    3488  1.703  7.037e-06  3.339e-05    0.211 -0.0443 5.165e-07 1.723e-06  -0.1143 7.67e-04 3.45e-02 4.44e-01  0.0001  1.180  2.05e-08
    3504  1.711  6.959e-06  3.313e-05    0.210 -0.0446 5.084e-07 1.701e-06  -0.1149 7.69e-04 3.41e-02 4.45e-01  0.0001  1.180  2.14e-08
    3520  1.719  6.881e-06  3.287e-05    0.209 -0.0448 5.005e-07 1.680e-06  -0.1154 7.71e-04 3.38e-02 4.45e-01  0.0001  1.181  2.21e-08
    3536  1.727  6.805e-06  3.261e-05    0.209 -0.0451 4.927e-07 1.659e-06  -0.1160 7.72e-04 3.35e-02 4.46e-01  0.0001  1.181  2.32e-08
    3552  1.734  6.730e-06  3.236e-05    0.208 -0.0453 4.851e-07 1.638e-06  -0.1165 7.74e-04 3.32e-02 4.46e-01  0.0001  1.182  2.45e-08
    3568  1.742  6.656e-06  3.210e-05    0.207 -0.0456 4.777e-07 1.617e-06  -0.1171 7.76e-04 3.29e-02 4.47e-01  0.0001  1.182  2.55e-08
    3584  1.750  6.584e-06  3.186e-05    0.207 -0.0458 4.704e-07 1.597e-06  -0.1176 7.78e-04 3.27e-02 4.48e-01  0.0001  1.182  2.66e-08
    3600  1.758  6.512e-06  3.161e-05    0.206 -0.0461 4.632e-07 1.577e-06  -0.1182 7.80e-04 3.24e-02 4.48e-01  0.0001  1.183  2.76e-08
    3616  1.766  6.441e-06  3.137e-05    0.205 -0.0463 4.561e-07 1.558e-06  -0.1187 7.81e-04 3.22e-02 4.49e-01  0.0001  1.183  2.86e-08
    3632  1.773  6.372e-06  3.113e-05    0.205 -0.0466 4.492e-07 1.539e-06  -0.1192 7.83e-04 3.19e-02 4.49e-01  0.0001  1.184  2.96e-08
    3648  1.781  6.303e-06  3.089e-05    0.204 -0.0469 4.425e-07 1.520e-06  -0.1198 7.85e-04 3.17e-02 4.50e-01  0.0001  1.184  3.07e-08
    3664  1.789  6.236e-06  3.066e-05    0.203 -0.0471 4.358e-07 1.502e-06  -0.1203 7.87e-04 3.14e-02 4.50e-01  0.0001  1.185  3.18e-08
    3680  1.797  6.169e-06  3.043e-05    0.203 -0.0474 4.293e-07 1.483e-06  -0.1208 7.88e-04 3.12e-02 4.51e-01  0.0001  1.185  3.27e-08
    3696  1.805  6.103e-06  3.020e-05    0.202 -0.0476 4.229e-07 1.466e-06  -0.1214 7.90e-04 3.09e-02 4.51e-01  0.0001  1.185  3.39e-08
    3712  1.812  6.039e-06  2.998e-05    0.201 -0.0479 4.167e-07 1.448e-06  -0.1219 7.92e-04 3.07e-02 4.52e-01  0.0001  1.186  3.51e-08
    3728  1.820  5.975e-06  2.975e-05    0.201 -0.0482 4.105e-07 1.431e-06  -0.1224 7.94e-04 3.04e-02 4.52e-01  0.0001  1.186  3.66e-08
    3744  1.828  5.912e-06  2.953e-05    0.200 -0.0484 4.045e-07 1.414e-06  -0.1229 7.95e-04 3.02e-02 4.53e-01  0.0001  1.187  3.77e-08
    3760  1.836  5.850e-06  2.932e-05    0.200 -0.0487 3.986e-07 1.397e-06  -0.1235 7.97e-04 3.00e-02 4.53e-01  0.0001  1.187  3.90e-08
    3776  1.844  5.789e-06  2.910e-05    0.199 -0.0489 3.928e-07 1.381e-06  -0.1240 7.99e-04 2.97e-02 4.54e-01  0.0001  1.187  4.02e-08
    3792  1.852  5.729e-06  2.889e-05    0.198 -0.0492 3.871e-07 1.365e-06  -0.1245 8.00e-04 2.95e-02 4.54e-01  0.0001  1.188  4.18e-08
    3808  1.859  5.670e-06  2.868e-05    0.198 -0.0495 3.815e-07 1.349e-06  -0.1250 8.02e-04 2.93e-02 4.55e-01  0.0001  1.188  4.32e-08
    3824  1.867  5.611e-06  2.847e-05    0.197 -0.0497 3.760e-07 1.334e-06  -0.1255 8.04e-04 2.90e-02 4.55e-01  0.0001  1.189  4.44e-08
    3840  1.875  5.553e-06  2.827e-05    0.196 -0.0500 3.706e-07 1.318e-06  -0.1260 8.06e-04 2.88e-02 4.56e-01  0.0001  1.189  4.60e-08
    3856  1.883  5.497e-06  2.806e-05    0.196 -0.0503 3.654e-07 1.303e-06  -0.1265 8.07e-04 2.86e-02 4.56e-01  0.0001  1.189  4.75e-08
    3872  1.891  5.441e-06  2.786e-05    0.195 -0.0505 3.602e-07 1.289e-06  -0.1270 8.09e-04 2.84e-02 4.56e-01  0.0001  1.190  4.88e-08
    3888  1.898  5.385e-06  2.766e-05    0.195 -0.0508 3.551e-07 1.274e-06  -0.1275 8.11e-04 2.81e-02 4.57e-01  0.0001  1.190  5.05e-08
    3904  1.906  5.331e-06  2.747e-05    0.194 -0.0510 3.501e-07 1.260e-06  -0.1280 8.12e-04 2.79e-02 4.57e-01  0.0001  1.191  5.21e-08
    3920  1.914  5.277e-06  2.727e-05    0.193 -0.0513 3.452e-07 1.246e-06  -0.1284 8.14e-04 2.77e-02 4.58e-01  0.0001  1.191  5.34e-08
    3936  1.922  5.224e-06  2.708e-05    0.193 -0.0516 3.404e-07 1.232e-06  -0.1289 8.15e-04 2.75e-02 4.58e-01  0.0001  1.191  5.49e-08
    3952  1.930  5.172e-06  2.689e-05    0.192 -0.0518 3.357e-07 1.218e-06  -0.1294 8.17e-04 2.73e-02 4.58e-01  0.0001  1.192  5.63e-08
    3968  1.938  5.121e-06  2.671e-05    0.192 -0.0521 3.311e-07 1.205e-06  -0.1299 8.19e-04 2.71e-02 4.59e-01  0.0001  1.192  5.80e-08
    3984  1.945  5.070e-06  2.652e-05    0.191 -0.0524 3.265e-07 1.192e-06  -0.1303 8.20e-04 2.69e-02 4.59e-01  0.0001  1.192  5.94e-08
    4000  1.953  5.020e-06  2.634e-05    0.191 -0.0526 3.221e-07 1.179e-06  -0.1308 8.22e-04 2.67e-02 4.60e-01  0.0001  1.193  6.08e-08
    4016  1.961  4.970e-06  2.616e-05    0.190 -0.0529 3.177e-07 1.166e-06  -0.1312 8.23e-04 2.65e-02 4.60e-01  0.0001  1.193  6.26e-08
    4032  1.969  4.922e-06  2.598e-05    0.189 -0.0531 3.134e-07 1.153e-06  -0.1317 8.25e-04 2.63e-02 4.60e-01  0.0001  1.193  6.44e-08
    4048  1.977  4.874e-06  2.580e-05    0.189 -0.0534 3.092e-07 1.141e-06  -0.1321 8.27e-04 2.61e-02 4.61e-01  0.0001  1.194  6.58e-08
    4064  1.984  4.826e-06  2.562e-05    0.188 -0.0537 3.050e-07 1.129e-06  -0.1326 8.28e-04 2.59e-02 4.61e-01  0.0001  1.194  6.77e-08
    4080  1.992  4.779e-06  2.545e-05    0.188 -0.0539 3.009e-07 1.117e-06  -0.1330 8.30e-04 2.57e-02 4.61e-01  0.0001  1.195  6.89e-08
    4096  2.000  4.733e-06  2.528e-05    0.187 -0.0542 2.969e-07 1.105e-06  -0.1334 8.31e-04 2.55e-02 4.62e-01  0.0001  1.195  7.09e-08
